author,comment_count,id,is_kongu_related,is_palladam_related,like_count,nlp_sentiment,nlp_sentiment_score,nlp_trend_score,parent_id,parties_mentioned,platform,reaction_count,region,reply_count,retweet_count,source,text,timestamp,title,type,url,view_count
Sun News,,DcL5_BRwSHg,,True,,,,,,tvk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:24.586687,வாகன நெரிசலில் ஆம்புலன்ஸ் வாகனங்கள் சிக்கியதால் பரபரப்பு | Palladam Ambulance,post,https://www.youtube.com/watch?v=DcL5_BRwSHg,2889
NewsTamil 24X7,,JLS0K0UB_yw,,True,,,,,,tvk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:24.587699,"4 பேர் படுகொலை சம்பவம், மேலும் இருவர் கைது - அதிரடி காட்டிய தனிப்படை போலீசார் | Palladam",post,https://www.youtube.com/watch?v=JLS0K0UB_yw,9190
IBC Tamil,,SPw3DTUqXGU,,True,,,,,,tvk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:24.587699,பல்லடம் விவகாரம்... தொடரும் சர்ச்சைக்கான காரணம்..? | Palladam Issue | Tamilnadu Police | IBC Tamil,post,https://www.youtube.com/watch?v=SPw3DTUqXGU,2597
News18 Tamil Nadu,,2qQp6RdewnI,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:19.338366,DMK women's wing conference  | திமுக மகளிர் மாநாடு: குவியத் தொடங்கிய தொண்டர்கள் | Tirupur | Palladam,post,https://www.youtube.com/watch?v=2qQp6RdewnI,40930
Sun News,,7ewyMnCU4o8,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,DMK Women's Wing Conference | Palladam | Western Region | Sun News,post,https://www.youtube.com/watch?v=7ewyMnCU4o8,29216
Sun News,,RkW9qAxh0Nw,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.192443,Palladam | DMK Pengal Manadu | Kanimozhi Speech | MK Stalin | Kanimozhi | Sun News,post,https://www.youtube.com/watch?v=RkW9qAxh0Nw,6016
Sun News,,hTEEsLzjCtg,,True,,,,,,tvk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:24.586687,பஞ்சமி நிலத்தை மீட்டுத்தரக்கோரி கிராம மக்கள் ஆர்ப்பாட்டம் - தள்ளுமுள்ளு | Palladam SC people protest,post,https://www.youtube.com/watch?v=hTEEsLzjCtg,3061
The K TV,,f0zdCBM-ebo,,True,,,,,,tvk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:24.586687,PALLADAM : கொ*லை நடக்க உண்மையான காரணம் - வெளிவராத உண்மைகள் The K Tv's Exclusive,post,https://www.youtube.com/watch?v=f0zdCBM-ebo,3829
The K TV,,X-KAn4Me_7M,,True,,,,,,tvk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:24.586687,Palladam பண்ணை வீட்டு கொ*லையில் புதிய திருப்பமா ? உண்மை கொ*லையாளிகள் பிடிபடுவார்களா ? The K Tv,post,https://www.youtube.com/watch?v=X-KAn4Me_7M,30566
PuthiyathalaimuraiTV,,IEG0EZNQacs,,True,,,,,,dmk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:19.338366,#BIGBREAKING | மகளிர் கூட்டத்தால் நிரம்பி வழியும் திருப்பூர் மாநாடு | #dmk | #women | #kanimozhi,post,https://www.youtube.com/watch?v=IEG0EZNQacs,48448
Gem Television,,M4KYD_XfIB0,,True,,,,,,"dmk,admk,tvk",youtube,,salem,,,scrapy_youtube,,2026-03-30T21:37:24.586687,"🔴LIVE : EDAPPADI K PALANISAMY | திருப்பூர் (வடக்கு), திருப்பூர் (தெற்கு), பல்லடம் #admk",post,https://www.youtube.com/watch?v=M4KYD_XfIB0,663
The K TV,,-9kP8lNNeKc,,True,,,,,,tvk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:24.586687,"Palladam பண்ணை வீட்டு சம்பவத்தில் கிடைத்துள்ள முக்கிய திருப்பம் யார் அந்த "" மூப்பன்?The K Tv",post,https://www.youtube.com/watch?v=-9kP8lNNeKc,128389
PuthiyathalaimuraiTV,,HSIcrPqyC6I,,True,,,,,,dmk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:19.338366,🔴LIVE | DMK Maanadu | திமுக மகளிரணி மாநாடு - ஏற்பாடுகள் தீவிரம் | MKStalin,post,https://www.youtube.com/watch?v=HSIcrPqyC6I,12189
News18 Tamil Nadu,,DF9hlTew2Jc,,True,,,,,,tvk,youtube,,tamil_nadu_general,,,scrapy_youtube,,2026-03-30T21:37:24.585081,BREAKING | TVK | Vijay | தவெக இரண்டாம் கட்ட வேட்பாளர்கள் இன்று தேர்வு | TVK Candidates | NewsTamil,post,https://www.youtube.com/watch?v=DF9hlTew2Jc,15252
POV,,qcL0zZFvsxY,,True,,,,,,tvk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:24.585081,உறுதியான TVK வேட்பாளர் பட்டியல்..? | TVK Assembly Elections Candidate list Part 1 | TVK Vijay,post,https://www.youtube.com/watch?v=qcL0zZFvsxY,188474
NewsTamil 24X7,,GM9iuracueQ,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:19.339366,🔴LIVE : திமுக மகளிரணி மாநாடு.. தொடர் நேரலை | Kanimozhi DMK Women’s Wing Conference Tiruppur | dmk,post,https://www.youtube.com/watch?v=GM9iuracueQ,45806
PuthiyathalaimuraiTV,,A8HMASSKQzU,,True,,,,,,dmk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:19.339366,🔴LIVE: வெல்லும் தமிழ்ப் பெண்கள்.. திமுக மகளிரணி மாநாடு | MK Stalin | Kanimozhi | Udhayanidhi Stalin,post,https://www.youtube.com/watch?v=A8HMASSKQzU,53346
Sun News,,XSfpgz1emAg,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.192443,Palladam | DMK Pengal Manadu | SenthilBalaji Speech | MK Stalin | Kanimozhi | Sun News,post,https://www.youtube.com/watch?v=XSfpgz1emAg,34434
PuthiyathalaimuraiTV,,h5q3j-AGGsA,,True,,,,,,dmk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:17.193442,🔴LIVE: திமுக மகளிரணி மாநாடு.. அதிரும் பல்லடம் | DMK | MK Stalin | UdhyanidhiStalin,post,https://www.youtube.com/watch?v=h5q3j-AGGsA,71244
ABP Nadu,,3qvqrdo437w,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,Palladam DMK Maanadu | வெல்லும் தமிழ் பெண்கள் READY ஆன மாநாடு திடல் சுடச்சுட தயாராகும் உணவு,post,https://www.youtube.com/watch?v=3qvqrdo437w,12545
News18 Tamil Nadu,,EO1IrPkAN4w,,True,,,,,,dmk,youtube,,tamil_nadu_general,,,scrapy_youtube,,2026-03-30T21:37:19.338366,Breaking News | பல்லடத்தில் வரும் 29ஆம் தேதி திமுக மேற்கு மண்டல மகளிர் அணி மாநாடு | DMK,post,https://www.youtube.com/watch?v=EO1IrPkAN4w,4555
King 360,,9EeelILrw64,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:19.338366,பல்லடம் தொகுதியின் உத்தேச வேட்பாளர் யார் ? | Palladam Constituency Candidate List 2026,post,https://www.youtube.com/watch?v=9EeelILrw64,3326
Sun News,,1DxbcAYK348,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.192443,CM Stalin Warm welcome | Vellum Tamil Pengal | DMK | Palladam | TN Govt | Sun News,post,https://www.youtube.com/watch?v=1DxbcAYK348,6818
Times Now Seithi,,1AVv_HE0Tuw,,True,,,,,,dmk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:19.338366,LIVE | வெல்லும் தமிழ்ப் பெண்கள் -- திமுக மேற்கு மண்டல மகளிர் அணி மாநாடு - பல்லடம் | DMK,post,https://www.youtube.com/watch?v=1AVv_HE0Tuw,1113
News18 Tamil Nadu,,2sUBKPWIrBA,,True,,,,,,dmk,youtube,,tamil_nadu_general,,,scrapy_youtube,,2026-03-30T21:37:19.338366,🔴LIVE | DMK Women Conference | வெல்லும் தமிழ்ப் பெண்கள்- திமுக மகளிர் மாநாடு | CM MK Stalin | N18L,post,https://www.youtube.com/watch?v=2sUBKPWIrBA,29219
NewsTamil 24X7,,AZxDk16-y8s,,True,,,,,,dmk,youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:19.339366,திமுக மகளிர் மாநாடு:மாஸ் ஏற்பாடு..ஸ்பாட் ரிப்போர்ட்..! | DMK Women's Wing Conference,post,https://www.youtube.com/watch?v=AZxDk16-y8s,4928
Sun News,,OT9MvhJT1Q0,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:19.339366,CM M.K.Stalin departed for Coimbatore | Vellum Tamil Pengal | Palladam | DMK | Sun News,post,https://www.youtube.com/watch?v=OT9MvhJT1Q0,14741
SPORTS FOREVER ,,OANliyPYK_A,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,🔴PALLADAM PREMIER LEAGUE - 2026 #PALLADAM #PPL2 #PALLADAMPREMIERLEAGUR,post,https://www.youtube.com/watch?v=OANliyPYK_A,1269
Sun News,,SpQz2_M3JFk,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,Palladam | DMK Vellum Tamil Pengal Manadu Crowd | MK Stalin | Kanimozhi | Sun News,post,https://www.youtube.com/watch?v=SpQz2_M3JFk,4523
Sathiyam News,,7863BF5nHEM,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T20:20:32.036166,உதயநிதிக்கு கொடுத்த பிரமிப்பு பரிசு | Udhayanidhistalin | DMKMagalirMaanadu | Tiruppur | Palladam |,post,https://www.youtube.com/watch?v=7863BF5nHEM,2559
Sun News,,ryGrdh4dY3o,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,Rayon fabric production stopped in Tiruppur district | Palladam | Sun News,post,https://www.youtube.com/watch?v=ryGrdh4dY3o,5247
News18 Tamil Nadu,,seBtrU1VXnY,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:24:34.995871,Breaking News | பல்லடம் 4 பேர் கொலை வழக்கில் புதிய திருப்பம் | Palladam,post,https://www.youtube.com/watch?v=seBtrU1VXnY,26221
Sun News,,3LDtHhw80lk,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,Vellum Tamil Pengal | CM MK Stalin | Palladam | Arrangements | Additional Details,post,https://www.youtube.com/watch?v=3LDtHhw80lk,12911
MG Traveller,,XWApmsnx2EA,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,Drive In Palladam Town Road Trip / MG Traveller  / Tamilnadu - India,post,https://www.youtube.com/watch?v=XWApmsnx2EA,11458
KING 24x7,,KRxK38vTVx4,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:24:34.992502,பல்லடம் கொலையில் பகீர் TWIST.. || Advocate Tamilvendhan about Tirupur Palladam Issue | King 24x7,post,https://www.youtube.com/watch?v=KRxK38vTVx4,281488
Dinamalar,,nGB1Xb_n8FY,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T19:34:39.499876,திருப்பூர் சம்பவத்தில் 7 மர்மம்-பகீர் தகவல் | Palladam case | tirupur crime case | tirupur police,post,https://www.youtube.com/watch?v=nGB1Xb_n8FY,942429
PALLADAM BASKAR,,1hfPW7bu_Kg,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.192443,FIRST TIME IN HELICOPTER RIDE PALLADAM,post,https://www.youtube.com/watch?v=1hfPW7bu_Kg,856
Sathiyam News,,zDUCiUhQ9h4,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:24:34.993508,annamalai | election | palladam | BIG BREAKING!! பல்லடம் தொகுதியில் அண்ணாமலை போட்டி..,post,https://www.youtube.com/watch?v=zDUCiUhQ9h4,24352
Red Pix 24x7,,OGvWozUOuZM,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:24:34.994508,brutal attack on palladam news7 tamil reporter prabhu - is tamil nadu safe to live?,post,https://www.youtube.com/watch?v=OGvWozUOuZM,209498
 Zee Tamil News,,Kb92O1lNwKQ,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:24:34.995512,பல்லடத்தில் நடந்த கொடூரக் கொலை! முழுப் பின்னணி! | Palladam | Crime | Murder,post,https://www.youtube.com/watch?v=Kb92O1lNwKQ,96326
Thanthi TV,,y2Ol0S_am5M,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,Palladam | TN Police | 2 நாட்கள்.. ரியல் எஸ்டேட் நபருக்கு.. நடந்த ரூம் கொடூரம் - பல்லடத்தில் பகீர்,post,https://www.youtube.com/watch?v=y2Ol0S_am5M,1927
Sathiyam News,,Jzc8hgDv24E,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,Palladam | Tiruppur | பஸ்ஸில் தூங்கும் போது தீப்பிடித்து எரிந்த ஆம்னி பஸ் - அலறியடித்து ஓடிய பயணிகள்,post,https://www.youtube.com/watch?v=Jzc8hgDv24E,1622
NewsTamil 24X7,,G2NzasXFwUA,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,#JUSTIN | உடைந்த கால்வாய்.. சூழ்ந்த வெள்ளம் | Palladam flood issue | rain news,post,https://www.youtube.com/watch?v=G2NzasXFwUA,5691
Sun News,,K7Lyvy2BUMQ,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,Palladam | DMK Vellum Tamil Pengal Manadu Crowd | MK Stalin | Kanimozhi | Sun News,post,https://www.youtube.com/watch?v=K7Lyvy2BUMQ,132755
Sathiyam News,,MnxTTgnV-EI,,True,,,,,,dmk,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.193442,திமுக தேர்தல் அறிக்கை தான் ஹீரோ - மாஸாக சொன்ன முதல்வர் | DMKMagalirMaanadu | Tiruppur  | Palladam |,post,https://www.youtube.com/watch?v=MnxTTgnV-EI,1375
KING 24x7,,V5GsTggdoHs,,True,,,,,,,youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:17.192443,குற்றவாளிகளை அன்றே கணித்த Advocate Tamil Vendhan Interview about Erode Double Murder | Palladam,post,https://www.youtube.com/watch?v=V5GsTggdoHs,57168
Arasiyal Vimarsagar,,NSemEmhu26Y,,True,,,,,,"dmk,admk",youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:22.373129,Tiruppur & Tenkasi District Election 2026 | 13 constituencies Mega Election! Who to support,post,https://www.youtube.com/watch?v=NSemEmhu26Y,36809
NewsJ,,ms-EaPajC2E,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.374129,பல்லடம் அதிமுக வேட்பாளர் ஆனந்தனை ஆதரித்து ஜி.கே.வாசன் பிரசாரம்!,post,https://www.youtube.com/watch?v=ms-EaPajC2E,787
King 360,,7jFNvjhYbHc,,True,,,,,,"dmk,admk",youtube,,tamil_nadu_general,,,scrapy_youtube,,2026-03-30T21:37:22.374129,பல்லடம் ரிங் ரோடு ..? - அதிமுக ஆனந்தன் கேள்விக்கு EV Velu vs ADMK Anadhan at TN Assembly,post,https://www.youtube.com/watch?v=7jFNvjhYbHc,358
Dinamalar,,9dMsLTsVcIo,,True,,,,,,"dmk,admk",youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:22.374129,அதிமுக எம்எல்ஏ காட்டம்! Ration shop Open | Palladam ADMK MLA,post,https://www.youtube.com/watch?v=9dMsLTsVcIo,1288
Thanthi TV,,fqGxs-xBjR4,,True,,,,,,"dmk,admk",youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:22.372126,Palladam || தொடர் வெற்றியை ருசிக்கும் அதிமுக.. டெபாசிட்டை தக்கவைத்த நாதக - தட்டி பறிக்குமா திமுக?,post,https://www.youtube.com/watch?v=fqGxs-xBjR4,1985
Thanthi TV,,k2bVygsuYQ0,,True,,,,,,"dmk,admk",youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:22.372126,பல்லடம் தொகுதி அதிமுக வேட்பாளர் வீடு வீடாக சென்று வாக்கு சேகரிப்பு | AIADMK | Palladam,post,https://www.youtube.com/watch?v=k2bVygsuYQ0,3960
NewsJ,,7-OcJUESQEo,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.372126,பல்லடம் தொகுதியில் தீவிர வாக்கு சேகரிப்பில் ஈடுபட்ட அதிமுக வேட்பாளர் எம்.எஸ்.எம். ஆனந்தன்!,post,https://www.youtube.com/watch?v=7-OcJUESQEo,819
Thanthi TV,,tdZgOzPKTL0,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.372126,பல்லடம் அதிமுக வேட்பாளர் ஆனந்தன் தீவிர பிரசாரம் - குறைகளை தீர்ப்பதாக வாக்குறுதி,post,https://www.youtube.com/watch?v=tdZgOzPKTL0,726
News18 Tamil Nadu,,NBSsNoDrPbE,,True,,,,,,"dmk,admk",youtube,,tamil_nadu_general,,,scrapy_youtube,,2026-03-30T21:37:22.372126,TN Assembly Election 2026 | சட்டமன்ற தேர்தல் 2026.. அதிமுக தொகுதி பங்கீடு முழு விவரம்!! | ADMK | EPS,post,https://www.youtube.com/watch?v=NBSsNoDrPbE,227310
Thanthi TV,,UNtvFM1hTTQ,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.372126,அதிமுக வேட்பாளர் எம்.எஸ்.எம். ஆனந்தன் பல்லடம் தொகுதியில் தீவிர வாக்குசேகரிப்பு | AIADMK,post,https://www.youtube.com/watch?v=UNtvFM1hTTQ,1865
Thanthi TV,,Ckqj3CCdSRo,,True,,,,,,"dmk,admk",youtube,,dindigul,,,scrapy_youtube,,2026-03-30T21:37:22.372126,"""எடப்பாடி பழனிசாமி தான் முதல்வர் வேட்பாளர்"" - பல்லடம் எம்.எல்.ஏ கரைப்புதூர் நடராஜன்",post,https://www.youtube.com/watch?v=Ckqj3CCdSRo,11245
Thanthi TV,,Pclkn8QHnDc,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.372126,பல்லடம் அதிமுக வேட்பாளர் ஆனந்தன் குறைகளை தீர்ப்பதாக வாக்குறுதி,post,https://www.youtube.com/watch?v=Pclkn8QHnDc,2102
Tiruppur Today -திருப்பூர் டுடே,,LbDeyF11IMo,,True,,,,,,"dmk,admk",youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:22.372126,AIADMK fire in Palladam.. Revolutionary Tamils ​​spoke like this l edappadiyar speech l palladam,post,https://www.youtube.com/watch?v=LbDeyF11IMo,2975
Thanthi TV,,siIOlus2GOE,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.373129,இலவச மின்சாரம் உயர்த்தி வழங்கப்படும்... பல்லடம் - அதிமுக வேட்பாளர் ஆனந்தன்,post,https://www.youtube.com/watch?v=siIOlus2GOE,450
Thanthi TV,,YYe89a_Kbic,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.373129,"""முதியோர் உதவித் தொகை ரூ.2000""- பல்லடம் அதிமுக வேட்பாளர் ஆனந்தன் வாக்குறுதி| AIADMK | Elections 2021",post,https://www.youtube.com/watch?v=YYe89a_Kbic,1882
NewsJ,,79PuGzJe0uo,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.373129,பல்லடம் தொகுதி அதிமுக எம் எல் ஏ  அலுவலக திறப்பு விழா,post,https://www.youtube.com/watch?v=79PuGzJe0uo,1636
NewsJ,,JertYY2KXA0,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.373129,பல்லடம் அதிமுக வேட்பாளர் ஆனந்தன் தீவிர வாக்கு  சேகரிப்பு!,post,https://www.youtube.com/watch?v=JertYY2KXA0,173
namtirupur,,gffrr3buFfo,,True,,,,,,"dmk,admk",youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:22.373129,Will there be a re-contest in Palladam assembly constituency? AIADMK MLA sensational interview ​#...,post,https://www.youtube.com/watch?v=gffrr3buFfo,140
Kalaignar TV News,,pWDQC5l8tTo,,True,,,,,,"dmk,admk",youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:22.373129,அதிமுக ஆலோசனைக் கூட்டத்தில் மோதல் - பரபரப்பு காட்சிகள் | ADMK Fails | Palladam | ADMK Fight,post,https://www.youtube.com/watch?v=pWDQC5l8tTo,51598
Thanthi TV,,i8cefW6sy8s,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.373129,பல்லடம் தொகுதியில் தீவிர வாக்கு சேகரிப்பில் அதிமுக வேட்பாளர் எம்.எஸ்.எம்.ஆனந்தன் ஈடுபட்டார்.,post,https://www.youtube.com/watch?v=i8cefW6sy8s,644
Namma Tirupur,,jsCHg2IWeVk,,True,,,,,,"dmk,admk",youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:22.373129,பல்லடம் சட்டமன்ற தொகுதியில் உங்கள் ஓட்டு யாருக்கு?|வேட்பாளர் விவரங்கள்|Palladam Candidate list 2021,post,https://www.youtube.com/watch?v=jsCHg2IWeVk,828
Thanthi TV,,l9Gfas4THks,,True,,,,,,"dmk,admk",youtube,,tiruppur,,,scrapy_youtube,,2026-03-30T21:37:22.373129,பல்லடம் தொகுதி: யாருக்கு சாதகம் ? மக்கள் யார் பக்கம்  | Thanthi TV Opinion Polls 2021 | Palladam,post,https://www.youtube.com/watch?v=l9Gfas4THks,7317
NewsJ,,FYfC7frt8S0,,True,,,,,,"dmk,admk",youtube,,unknown,,,scrapy_youtube,,2026-03-30T21:37:22.373129,பல்லடம் தொகுதியில் அதிமுக வேட்பாளர் எம்.எஸ்.எம்.ஆனந்தன் தீவிர வாக்கு சேகரிப்பு,post,https://www.youtube.com/watch?v=FYfC7frt8S0,560
Saravan Tvk SValli2854068 · Mar 24,,2036328310083621265,,True,,,,,,tvk,twitter,,tiruppur,,,scrapy_twitter_auth,அண்ணா திருப்பூர் வருவிகனு சொன்னிங்க karur issue வரல anna  Palladam  சட்டமன்றம் தொகுதி கண்டிப்பாக வாங்க நாங்க waiting ungala innum pakkala all family and friends.....,2026-03-30T19:35:40.294979,,post,https://twitter.com/SValli2854068/status/2036328310083621265,
Nagaraj TVK Nagaraj2309 · Mar 25,,2036725500891247102,,True,,,,,,tvk,twitter,,tiruppur,,,scrapy_twitter_auth,Palladam,2026-03-30T19:35:40.293976,,post,https://twitter.com/Nagaraj2309/status/2036725500891247102,
Mani...TVK mani15296 · Mar 25,,2036857461735645477,,True,,,,,,tvk,twitter,,tiruppur,,,scrapy_twitter_auth,palladam,2026-03-30T19:35:40.291816,,post,https://twitter.com/mani15296/status/2036857461735645477,
JAYAGANESH-MTP(NILGIRIS)CBE-𓃰  TVK 𓃰 JaiGaneshbri · Mar 26,,2037037226547462538,,True,,,,,,tvk,twitter,,tiruppur,,,scrapy_twitter_auth,"Plan two trips in cbe 1. Cbe side plan manadu and location should be chosed close to pollachi (  palladam , singanallur, Kinathu kedavu, pollachi, Thondamuthur) mostly will be covered.  2. Cover constituencies from Nilgiris , MTP , Koundampalayam , Coimbatore south.",2026-03-30T19:35:40.288320,,post,https://twitter.com/JaiGaneshbri/status/2037037226547462538,
Maalai Malar தமிழ் maalaimalar · Mar 26,,2037115793637511601,,True,,,,,,"dmk,admk,tvk",twitter,,tiruppur,,,scrapy_twitter_auth,TN Assembly Election - எந்த கட்சிக்கு வெற்றி? Open statement by public! | Maalaimalar   #TNElection2026   #orathanadu   #tvk   #admk   #tvkvijay   #TamilNaduPolitics   #DMK   #DMKGovernment    #TNPolitics   #ElectionSurvey   #Election2026   #maalaimalar   Location :  PALLADAM,2026-03-30T19:35:40.285372,,post,https://twitter.com/maalaimalar/status/2037115793637511601,
Maalai Malar தமிழ் maalaimalar · Mar 26,,2037122399636713730,,True,,,,,,"dmk,admk,tvk",twitter,,tiruppur,,,scrapy_twitter_auth,TN Assembly Election - எந்த கட்சிக்கு வெற்றி? Open statement by public! | Maalaimalar   #TNElection2026   #orathanadu   #tvk   #admk   #tvkvijay   #TamilNaduPolitics   #DMK   #DMKGovernment    #OpinionPoll   #PublicOpinion   #ElectionSurvey   #Election2026   #maalaimalar   Location :  PALLADAM,2026-03-30T21:25:24.652564,,post,https://twitter.com/maalaimalar/status/2037122399636713730,
el tigre santrydon · Mar 27,,2037244103327703153,,True,,,,,,"dmk,admk,tvk",twitter,,tiruppur,,,scrapy_twitter_auth,"Admk could have easily swapped Sholingur for Tirupattur, and Kangeyam or  Palladam  instead of Madathukulam with Ammk. All four seats would have been winnable, but it might end up losing one of its strong local face to  TVK  because of this “bakery adjustment” fiasco.",2026-03-30T21:25:24.651549,,post,https://twitter.com/santrydon/status/2037244103327703153,
Maalai Malar தமிழ் maalaimalar · Mar 27,,2037473773696479510,,True,,,,,,"dmk,admk,tvk",twitter,,tiruppur,,,scrapy_twitter_auth,TN Assembly Election| பல்லடம் தொகுதி மக்களின் ஆதரவு யாருக்கு?   https:// maalaimalar.com/vox-pop/tn-ass embly-election-who-has-the-support-of-the-people-of-palladam-constituency …    #TNAssemblyElection   #DMK   #ADMK   #TVK   #NaamThamizharKatchi   #MMNews   #Maalaimalar,2026-03-30T21:25:24.651036,,post,https://twitter.com/maalaimalar/status/2037473773696479510,
SimpliCityCoimbatore simplicitycbe · 12h,,2038541588163641614,,True,,,,,,tvk,twitter,,tiruppur,,,scrapy_twitter_auth,2026-ல் விஜய் முதல்வர் ஆவதை  எந்த சக்தியாலும் தடுக்க முடியாது  coimbatore  #simplicitynewscoimbatore   #tirupur   #nilgiris   #pollachi   #palladam   #mettupalayam   #viral   #simplicitynews   #simplicity   #news   #video   #coimbatorediaries   #coimbatorenews   #kovainews    #sengottaiyan,2026-03-30T21:38:06.388122,,post,https://twitter.com/simplicitycbe/status/2038541588163641614,
SimpliCityCoimbatore simplicitycbe · 10h,,2038548442289406372,,True,,,,,,,twitter,,tiruppur,,,scrapy_twitter_auth,கோவையில் வேட்புமனு தாக்கல்  இன்று துவக்கம்: கடுமையான  பாதுகாப்பு ஏற்பாடுகள்  coimbatore  #simplicitynewscoimbatore   #tirupur   #nilgiris   #pollachi   #palladam   #mettupalayam   #viral   #simplicitynews   #simplicity   #news   #video   #coimbatorediaries   #coimbatorenews   #kovainews    #election,2026-03-30T19:35:06.763491,,post,https://twitter.com/simplicitycbe/status/2038548442289406372,
